# check-surface-registry.tsv — the registry validate-check-surface-degenerate-
# coverage.sh enforces (temperloop#1476, epic #1409 "a check that could not
# run reports success"). A REGISTRY, not a filename glob (load-bearing — see
# that script's own header): a row's SURFACE is either a bare script path or
# a `<script-path>:<subcommand>` pair, so a subcommand of a general
# orchestration script (replay.sh's `diff-scope`) is reachable even though no
# `validate-*.sh` glob could ever match it.
#
# SEED SET, DELIBERATELY NOT EXHAUSTIVE. This registers the three surfaces
# epic #1409's own motivating instances named, PLUS THIS GATE ITSELF (see the
# dedicated section below) — review round 2 found an earlier cut of this
# gate was not registered against its own registry, which is exactly how its
# absent/unreadable/empty-registry paths shipped unverified (an empty
# registry passed vacuously). Dozens of this repo's other `validate-*.sh`
# scripts are not yet registered at all — that is legal (coverage is opt-in,
# grows as surfaces are added) and is not itself a gate failure. Widening
# this registry is future work, tracked nowhere yet.
#
# FORMAT — TAB-separated, five columns, one row per (SURFACE, CASE):
#   1. SURFACE     a script path (repo-relative) or `<script-path>:<subcommand>`
#   2. CASE        one of: absent, unreadable, empty — the three degenerate-
#                  input shapes epic #1409's three motivating defects named
#   3. STATUS      covered | not-applicable
#   4. TEST_FILE   (STATUS=covered only) repo-relative path to the test file
#                  carrying the fixture; `-` when STATUS=not-applicable
#   5. DETAIL      (STATUS=covered) a literal substring `grep -F` must find in
#                  TEST_FILE — the anchor proving the non-zero-exit assertion
#                  exists; (STATUS=not-applicable) a mandatory, non-empty,
#                  human-readable justification for why this case does not
#                  apply to this surface's own input shape
#
# EVERY registered surface needs all three CASE rows (each covered or
# explicitly not-applicable, never silently omitted) — the gate fails
# REGISTRY-INCOMPLETE on a missing row. `not-applicable` is not a bare
# escape: it requires a real, reviewable justification, and every
# not-applicable claim in this file gets read by whoever reviews the PR that
# adds it, exactly like any other line in this repo.
#
# `covered` rows are STRUCTURAL presence checks (a literal substring is found
# in the named test file), not a re-execution of the fixture — quality-
# gates.sh already runs the referenced TEST_FILE itself as its own gate; this
# registry's job is proving the mapping stays intact, and this gate ALSO
# checks the TEST_FILE is itself wired into scripts/quality-gates.sh (a
# fixture nobody runs in CI proves nothing).

# ── validate-provider-disclosure.sh (epic #1409 motivating instance 1: it
#    printed OK / exit 0 when it could not read its disclosure log) ─────────
# Dedicated coverage shipped by THIS item (temperloop#1476) — the honest
# red-before/green-after demonstration surface, since this validator's
# existing incidental exercise in test_allowlist.sh is that OTHER module's
# fixture suite (allowlist.sh), not a dedicated suite of this validator's own.
workflows/scripts/model-comparison/replay.sh:diff-scope	empty	not-applicable	-	diff-scope has no required file-shaped input that can be "empty" the way a log or record file can. Its one optional file argument, --issue-text-file, is documented as legal-when-absent (falls back to the no-named-files classification per replay.sh's own header); an empty issue-text-file degrades to that identical, already-legal classification rather than opening a new failure mode worth a dedicated fixture.

# ── validate-check-surface-degenerate-coverage.sh (THIS GATE — review round
#    2, temperloop#1476 HIGH 1: an earlier cut was not registered against
#    its own registry, which is exactly how an EMPTY registry passed
#    vacuously — absent/unreadable already failed closed, empty did not).
#    Registering the gate against itself is the structural fix: the
#    registry ratchet (this file's own §4) now makes it impossible to
#    silently delete or downgrade these three rows without the gate
#    catching its own regression. Fixtures in this gate's own suite,
#    workflows/scripts/tests/test_check_surface_degenerate_coverage.sh. ────
workflows/scripts/validate-check-surface-degenerate-coverage.sh	absent	covered	workflows/scripts/tests/test_check_surface_degenerate_coverage.sh	the gate's own registry: an ABSENT registry file is CANNOT EVALUATE, not 0
workflows/scripts/validate-check-surface-degenerate-coverage.sh	unreadable	covered	workflows/scripts/tests/test_check_surface_degenerate_coverage.sh	the gate's own registry: an UNREADABLE registry file is CANNOT EVALUATE, not 0
workflows/scripts/validate-check-surface-degenerate-coverage.sh	empty	covered	workflows/scripts/tests/test_check_surface_degenerate_coverage.sh	the gate's own registry: an EMPTY registry file is EMPTY-REGISTRY, not 0
